Date,Open,High,Low,Close,Adj Close,Volume
2022-12-27,683.299988,692.700012,682.299988,690.200012,679.456604,249850
2022-12-28,692.299988,694.700012,685.799988,686.599976,675.912659,196630
2022-12-29,684.700012,699.000000,682.200012,696.500000,685.658569,198655
2022-12-30,696.599976,696.599976,676.599976,679.900024,669.316956,272368
2023-01-02,689.400024,695.000000,685.099976,694.099976,683.295837,194703
2023-01-03,691.500000,711.299988,691.299988,702.799988,691.860474,316482
2023-01-04,714.900024,738.000000,710.900024,738.000000,726.512573,570725
2023-01-05,729.000000,734.700012,722.099976,728.400024,717.062073,327709
2023-01-06,734.000000,748.799988,728.799988,748.799988,737.144409,318415
2023-01-09,748.000000,761.599976,746.099976,759.599976,747.776367,486846
2023-01-10,748.700012,758.400024,747.200012,756.299988,744.527710,327475
2023-01-11,764.599976,775.299988,759.500000,772.299988,760.278687,450736
2023-01-12,769.200012,787.900024,768.900024,773.700012,761.656860,462249
2023-01-13,780.599976,787.599976,772.799988,785.299988,773.076294,375528
2023-01-16,788.200012,793.799988,782.000000,792.700012,780.361145,278890
2023-01-17,789.299988,803.299988,787.000000,797.400024,784.987976,388436
2023-01-18,789.700012,805.799988,787.200012,801.900024,789.417969,425156
2023-01-19,798.700012,799.599976,774.700012,776.599976,764.511719,493048
2023-01-20,783.000000,789.799988,775.000000,782.799988,770.615234,430218
2023-01-23,786.799988,791.099976,776.599976,788.099976,775.832764,244069
2023-01-24,790.299988,795.299988,786.099976,794.799988,782.428406,325598
2023-01-25,793.500000,799.700012,787.099976,792.299988,779.967346,282357
2023-01-26,797.099976,804.200012,794.500000,801.599976,789.122620,308282
2023-01-27,785.599976,808.200012,783.700012,801.000000,788.531921,508869
2023-01-30,791.799988,799.700012,786.700012,798.799988,786.366211,296812
2023-01-31,797.400024,802.599976,792.599976,800.000000,787.547485,334681
2023-02-01,800.000000,802.099976,792.200012,795.500000,783.117554,292831
2023-02-02,798.299988,812.799988,795.299988,809.099976,796.505798,403666
2023-02-03,807.000000,830.500000,804.500000,829.400024,816.489929,505251
2023-02-06,820.200012,825.700012,807.400024,814.200012,801.526489,289604
2023-02-07,812.599976,814.000000,800.700012,807.400024,794.832336,340198
2023-02-08,814.299988,818.099976,798.500000,800.099976,787.645935,319321
2023-02-09,807.700012,813.799988,806.900024,809.200012,796.604309,275408
2023-02-10,804.700012,808.000000,790.799988,797.599976,785.184814,395687
2023-02-13,800.500000,812.900024,798.000000,810.299988,797.687134,244265
2023-02-14,811.299988,817.599976,804.500000,810.500000,797.884094,263811
2023-02-15,809.299988,830.000000,807.599976,822.599976,809.795654,378844
2023-02-16,821.799988,829.200012,818.099976,823.299988,810.484802,314812
2023-02-17,814.200012,823.599976,804.599976,818.400024,805.661072,439757
2023-02-20,820.500000,820.500000,810.099976,813.599976,800.935791,168536
2023-02-21,808.599976,812.299988,798.500000,808.900024,796.309021,264826
2023-02-22,801.400024,812.099976,793.900024,809.500000,796.899658,289482
2023-02-23,809.700012,814.299988,806.599976,809.000000,796.407410,273432
2023-02-24,811.400024,812.700012,777.299988,777.299988,765.200806,839007
2023-02-27,788.299988,800.200012,787.599976,794.799988,782.428406,312317
2023-02-28,790.000000,795.799988,787.400024,789.000000,776.718750,440118
2023-03-01,803.299988,810.500000,790.900024,792.200012,779.868896,379198
2023-03-02,785.299988,805.900024,780.900024,804.299988,791.780579,350482
2023-03-03,808.599976,817.099976,804.400024,815.099976,802.412476,302048
2023-03-06,826.000000,830.700012,820.799988,825.000000,812.158386,333821
2023-03-07,816.700012,826.400024,815.700012,816.099976,803.396851,307546
2023-03-08,805.000000,818.299988,804.400024,810.400024,797.785645,306714
2023-03-09,809.000000,811.000000,802.599976,805.200012,792.666565,305905
2023-03-10,790.000000,807.299988,785.000000,802.599976,790.106995,424800
2023-03-13,803.700012,805.799988,775.500000,781.700012,769.532349,656071
2023-03-14,785.299988,804.500000,782.299988,800.500000,788.039673,471562
2023-03-15,797.599976,800.400024,767.599976,774.700012,762.641357,658997
2023-03-16,785.299988,809.299988,776.700012,801.700012,789.221069,600374
2023-03-17,805.000000,808.000000,784.500000,787.299988,775.045166,932225
2023-03-20,790.200012,810.500000,780.700012,804.500000,791.977478,447024
2023-03-21,810.700012,815.599976,803.299988,806.700012,794.143188,294749
2023-03-22,804.700012,816.799988,802.400024,814.900024,802.215637,256456
2023-03-23,811.799988,821.000000,809.099976,820.799988,808.023743,277171
2023-03-24,818.000000,820.599976,809.700012,813.400024,800.738953,375369
2023-03-27,819.400024,821.799988,813.099976,817.000000,804.282898,307155
2023-03-28,824.299988,831.000000,813.400024,814.200012,801.526489,331452
2023-03-29,820.900024,830.000000,820.500000,822.000000,809.205078,399785
2023-03-30,827.000000,835.200012,821.599976,827.000000,814.127197,335213
2023-03-31,828.900024,848.200012,828.200012,844.400024,831.256409,482929
2023-04-03,840.900024,845.200012,839.900024,844.099976,830.960999,263789
2023-04-04,846.000000,852.000000,840.400024,851.000000,837.753662,298342
2023-04-05,850.000000,855.200012,842.200012,844.599976,831.453247,337453
2023-04-06,841.599976,842.799988,826.700012,829.099976,816.194519,369459
2023-04-11,837.000000,848.000000,831.400024,840.700012,827.614014,386327
2023-04-12,846.000000,846.799988,832.000000,836.599976,823.577759,355214
2023-04-13,866.000000,884.500000,861.700012,883.900024,870.141602,567492
2023-04-14,890.799988,894.900024,886.599976,892.799988,878.903015,390098
2023-04-17,893.500000,894.700012,869.900024,873.599976,860.001831,411960
2023-04-18,870.299988,887.099976,869.599976,877.500000,863.841187,337609
2023-04-19,877.000000,889.500000,875.500000,885.000000,871.224426,234283
2023-04-20,880.500000,897.000000,880.500000,896.500000,882.545410,372465
2023-04-21,890.299988,901.099976,888.799988,901.099976,887.073792,409312
2023-04-24,892.099976,904.599976,891.599976,902.000000,887.959778,319706
2023-04-25,890.000000,893.900024,884.099976,889.400024,882.403870,287091
2023-04-26,883.799988,883.799988,865.700012,875.400024,868.513977,426044
2023-04-27,874.500000,890.400024,872.099976,877.099976,870.200562,301676
2023-04-28,878.099976,881.299988,861.900024,871.000000,864.148560,460819
2023-05-02,874.099976,877.599976,865.200012,868.700012,861.866699,351365
2023-05-03,870.000000,886.500000,870.000000,879.200012,872.284119,256993
2023-05-04,877.200012,879.599976,870.099976,873.700012,866.827332,323073
2023-05-05,879.400024,880.599976,868.400024,876.900024,870.002197,320258
2023-05-08,880.000000,887.200012,877.799988,884.500000,877.542419,211356
2023-05-09,885.099976,886.599976,873.799988,880.400024,873.474670,270905
2023-05-10,878.000000,880.700012,869.099976,872.299988,865.438354,272477
2023-05-11,873.500000,890.299988,873.400024,887.599976,880.617981,280895
2023-05-12,894.500000,902.900024,879.200012,885.400024,878.435364,341785
2023-05-15,888.000000,894.299988,877.099976,881.099976,874.169128,213429
2023-05-16,877.000000,878.200012,872.700012,876.000000,869.109253,279007
2023-05-17,873.599976,877.500000,866.400024,874.400024,867.521851,237058
2023-05-18,876.000000,880.000000,868.400024,872.500000,865.636780,270438
2023-05-19,875.400024,881.700012,874.299988,874.299988,867.422607,322885
2023-05-22,879.099976,882.200012,877.000000,878.200012,871.291992,259639
2023-05-23,872.799988,874.700012,834.000000,834.200012,827.638062,548567
2023-05-24,825.000000,825.000000,813.500000,817.099976,810.672546,580209
2023-05-25,819.799988,826.500000,812.099976,823.400024,816.923035,451526
2023-05-26,827.900024,847.299988,826.500000,843.500000,836.864929,402885
2023-05-29,849.000000,851.299988,839.400024,840.000000,833.392456,170807
2023-05-30,841.700012,848.700012,835.000000,836.000000,829.423889,350267
2023-05-31,818.299988,828.500000,807.599976,813.900024,807.497742,859625
2023-06-01,null,null,null,null,null,null
2023-06-02,816.000000,836.000000,814.799988,830.900024,824.364075,407227
2023-06-05,827.900024,830.799988,813.500000,814.000000,807.596985,304374
2023-06-06,815.299988,818.500000,809.299988,812.299988,805.910339,337035
