Date,Open,High,Low,Close,Adj Close,Volume
2022-09-21,48.840000,48.980000,47.799999,47.799999,44.667038,2807800
2022-09-22,48.590000,48.869999,47.919998,47.970001,44.825905,1691400
2022-09-23,46.000000,46.049999,44.689999,44.939999,41.994495,2557900
2022-09-26,45.349998,45.820000,44.680000,44.860001,41.919743,2660200
2022-09-27,46.000000,46.560001,45.369999,45.509998,42.527142,2943500
2022-09-28,44.930000,46.480000,44.610001,46.220001,43.190601,3627500
2022-09-29,45.630001,46.820000,45.369999,46.650002,43.592422,2607900
2022-09-30,46.619999,47.389999,46.470001,46.520000,43.470943,2469900
2022-10-03,48.419998,49.410000,48.400002,49.230000,46.003315,1970100
2022-10-04,50.310001,51.400002,50.230000,51.400002,48.031090,2068600
2022-10-05,50.889999,51.709999,50.450001,51.270000,47.909611,1739300
2022-10-06,50.080002,50.880001,50.049999,50.709999,47.386314,3885800
2022-10-07,51.169998,51.610001,50.560001,50.910000,47.573208,2314600
2022-10-10,50.340000,50.500000,49.500000,49.500000,46.255619,1517600
2022-10-11,48.900002,49.439999,48.669998,48.799999,45.601501,2747100
2022-10-12,48.250000,48.689999,47.840000,48.320000,45.152966,1662800
2022-10-13,48.610001,50.630001,48.599998,50.430000,47.124668,1909500
2022-10-14,51.299999,51.380001,50.230000,51.000000,47.657303,4569100
2022-10-17,51.590000,52.189999,51.590000,51.599998,48.217983,2825400
2022-10-18,52.130001,52.240002,51.000000,51.520000,48.143227,3264700
2022-10-19,51.529999,52.200001,51.369999,52.060001,48.647835,1660100
2022-10-20,52.320000,52.610001,51.470001,51.849998,48.451595,2307200
2022-10-21,51.230000,52.299999,51.040001,52.180000,48.759968,2320400
2022-10-24,52.480000,53.290001,52.369999,52.689999,49.236538,2442900
2022-10-25,52.990002,53.220001,52.770000,52.770000,49.311298,2645600
2022-10-26,52.910000,53.959999,52.860001,53.759998,50.236404,1871700
2022-10-27,54.180000,54.790001,54.099998,54.250000,50.694290,3195400
2022-10-28,55.299999,55.450001,54.209999,54.770000,51.180210,1924100
2022-10-31,54.290001,55.180000,54.099998,54.770000,51.180210,2091300
2022-11-01,56.029999,56.080002,55.450001,55.849998,52.189415,1450300
2022-11-02,56.099998,56.099998,54.610001,54.790001,51.198895,2203200
2022-11-03,54.959999,56.000000,54.860001,55.619999,51.974495,2892500
2022-11-04,57.259998,57.860001,56.790001,57.439999,53.675213,1630200
2022-11-07,58.130001,58.380001,57.770000,57.869999,54.077026,1252100
2022-11-08,57.450001,57.930000,57.139999,57.340000,53.581764,1891900
2022-11-09,56.959999,57.299999,56.250000,56.299999,52.609924,1315100
2022-11-10,57.200001,57.939999,56.720001,57.160000,53.413567,2211900
2022-11-11,59.029999,59.200001,58.549999,58.869999,55.011486,2083200
2022-11-14,58.709999,59.099998,58.049999,58.049999,54.245228,1684200
2022-11-15,59.720001,60.200001,59.160000,59.560001,55.656261,2308500
2022-11-16,60.540001,60.779999,59.709999,60.090000,56.151520,2424800
2022-11-17,59.340000,60.150002,59.090000,60.130001,56.188900,1805600
2022-11-18,59.709999,59.889999,58.790001,59.580002,55.674950,2257700
2022-11-21,58.340000,58.349998,56.810001,57.990002,54.189159,2797000
2022-11-22,59.349998,60.250000,59.080002,60.070000,56.132832,1616400
2022-11-23,59.549999,60.310001,59.369999,60.259998,56.310375,1525900
2022-11-25,60.500000,60.950001,60.439999,60.610001,56.637440,487600
2022-11-28,59.590000,60.369999,59.360001,59.599998,55.693634,993900
2022-11-29,60.660000,61.450001,60.660000,60.990002,56.992535,1414400
2022-11-30,62.520000,62.720001,61.619999,62.419998,58.328804,2051900
2022-12-01,62.630001,62.709999,61.599998,61.700001,57.655998,1413000
2022-12-02,60.639999,61.009998,60.299999,60.610001,57.627472,1197200
2022-12-05,61.410000,61.630001,59.549999,59.770000,56.828808,1586500
2022-12-06,60.619999,60.950001,59.709999,60.119999,57.161587,3443900
2022-12-07,59.740002,60.169998,59.049999,59.250000,56.334396,1681300
2022-12-08,60.430000,60.549999,59.570000,59.759998,56.819298,1767700
2022-12-09,59.020000,59.590000,58.689999,58.830002,55.935066,1382400
2022-12-12,59.189999,59.950001,59.099998,59.759998,56.819298,1064400
2022-12-13,61.950001,62.250000,61.369999,61.660000,58.625805,1331500
2022-12-14,61.720001,61.840000,60.590000,60.669998,57.684521,1172400
2022-12-15,60.889999,61.099998,59.779999,60.360001,57.389774,1037900
2022-12-16,59.080002,59.639999,58.820000,59.599998,56.667175,1296200
2022-12-19,60.389999,60.500000,59.689999,59.950001,56.999950,1232300
2022-12-20,60.529999,61.180000,60.380001,60.799999,57.808125,1011900
2022-12-21,62.509998,63.150002,61.980000,63.130001,60.023468,1471100
2022-12-22,63.060001,63.090000,61.509998,62.160000,59.101196,1122400
2022-12-23,62.529999,63.240002,62.490002,63.209999,60.099529,930800
2022-12-27,63.470001,63.820000,62.950001,63.380001,60.261166,963300
2022-12-28,64.000000,64.019997,62.320000,62.490002,59.414963,1169600
2022-12-29,62.480000,62.750000,61.919998,62.160000,59.789124,1459400
2022-12-30,62.240002,62.680000,61.709999,62.080002,59.712177,1033200
2023-01-03,62.869999,63.110001,61.419998,61.439999,59.096584,1876900
2023-01-04,61.549999,61.919998,60.750000,61.080002,58.750320,1507900
2023-01-05,60.709999,61.299999,60.660000,61.110001,58.779171,1097600
2023-01-06,61.759998,62.430000,61.439999,61.830002,59.471714,2221500
2023-01-09,62.889999,63.080002,62.000000,62.230000,59.856453,2200000
2023-01-10,62.709999,63.230000,62.360001,63.150002,60.741367,1701800
2023-01-11,63.709999,63.830002,63.139999,63.340000,60.924118,1230600
2023-01-12,64.110001,64.930000,63.650002,64.550003,62.087971,1724300
2023-01-13,64.699997,64.860001,64.430000,64.629997,62.164913,1419400
2023-01-17,64.559998,64.970001,63.860001,63.910000,61.472378,1382300
2023-01-18,64.980003,65.050003,63.230000,63.250000,60.837551,1420900
2023-01-19,63.090000,63.779999,62.820000,63.570000,61.145344,1260000
2023-01-20,63.820000,63.889999,63.389999,63.799999,61.366570,1356300
2023-01-23,64.010002,64.529999,63.910000,64.120003,61.674366,1139900
2023-01-24,63.959999,64.320000,63.380001,63.880001,61.443520,1283000
2023-01-25,63.150002,63.849998,62.869999,63.590000,61.164581,2248600
2023-01-26,64.089996,64.570000,63.169998,64.489998,62.030254,2181800
2023-01-27,63.889999,64.010002,63.119999,63.250000,60.837551,1177800
2023-01-30,62.900002,63.119999,62.450001,62.549999,60.164246,1731900
2023-01-31,61.849998,62.110001,61.419998,62.040001,59.673702,4315900
2023-02-01,61.810001,61.939999,60.259998,61.060001,58.731083,2258100
2023-02-02,60.939999,60.990002,59.660000,60.250000,57.951969,2221600
2023-02-03,60.970001,61.830002,60.369999,60.599998,58.288624,1452900
2023-02-06,60.560001,60.720001,59.380001,60.250000,57.951969,2087600
2023-02-07,60.860001,61.950001,60.820000,61.779999,59.423618,2154700
2023-02-08,61.410000,61.919998,60.459999,60.919998,58.596420,2485600
2023-02-09,62.230000,62.349998,61.500000,61.759998,59.404381,2053400
2023-02-10,63.299999,63.869999,63.080002,63.730000,61.299244,1366600
2023-02-13,63.810001,64.269997,63.430000,63.990002,61.549324,1176200
2023-02-14,64.169998,65.010002,63.959999,64.879997,62.405380,1368500
2023-02-15,64.180000,64.750000,63.700001,64.660004,62.193771,1347500
2023-02-16,63.750000,64.360001,63.709999,63.880001,61.443520,1045600
2023-02-17,62.750000,62.840000,62.040001,62.259998,59.885307,1491400
2023-02-21,62.459999,63.130001,62.430000,62.700001,60.308529,1676600
2023-02-22,62.080002,62.490002,61.520000,61.790001,59.433235,1719500
2023-02-23,62.790001,63.419998,62.529999,63.320000,60.904881,1276000
2023-02-24,61.650002,62.619999,61.459999,62.599998,60.212337,2240000
2023-02-27,62.459999,62.959999,62.189999,62.430000,60.048824,2776800
2023-02-28,62.869999,62.900002,61.660000,61.910000,59.548660,1586200
2023-03-01,62.160000,62.529999,61.779999,62.189999,59.817978,3624800
2023-03-02,62.119999,62.750000,62.029999,62.560001,60.173870,2344500
2023-03-03,61.860001,62.930000,61.740002,62.759998,60.366238,1863200
2023-03-06,63.349998,63.730000,63.060001,63.470001,61.049160,1361100
2023-03-07,63.240002,63.250000,62.000000,62.400002,60.019970,1263200
2023-03-08,62.160000,62.529999,61.680000,61.970001,59.606373,860300
2023-03-09,61.709999,62.200001,60.889999,60.950001,58.625278,1451000
2023-03-10,61.490002,61.980000,60.759998,61.009998,58.682983,1121400
2023-03-13,59.020000,60.110001,58.599998,59.160000,56.903549,2956300
2023-03-14,59.840000,60.630001,59.349998,59.939999,57.653797,1373900
2023-03-15,55.889999,57.349998,55.880001,57.349998,55.162582,2953000
2023-03-16,55.549999,57.560001,55.029999,57.560001,55.364574,3093200
2023-03-17,57.139999,57.230000,55.950001,56.759998,54.595085,2636600
2023-03-20,56.759998,57.480000,56.700001,57.150002,55.693363,1412000
2023-03-21,59.349998,59.529999,58.209999,58.860001,57.359783,1849800
2023-03-22,58.689999,59.320000,58.160000,58.160000,56.677620,1177500
2023-03-23,58.360001,58.660000,56.849998,57.060001,55.605659,1576800
2023-03-24,55.590000,56.160000,55.020000,55.700001,54.280323,1301600
2023-03-27,56.349998,57.299999,55.939999,57.200001,55.742088,2822700
2023-03-28,57.349998,58.209999,57.220001,57.860001,56.385269,2854600
2023-03-29,58.419998,58.529999,58.130001,58.160000,56.677620,1608300
2023-03-30,59.619999,59.630001,59.000000,59.139999,57.632641,1252700
2023-03-31,58.939999,59.299999,58.869999,59.049999,57.544937,838100
2023-04-03,62.470001,63.480000,62.230000,63.139999,61.530689,2557100
2023-04-04,62.480000,62.689999,61.709999,62.080002,60.497711,1837200
2023-04-05,62.720001,62.900002,62.099998,62.720001,61.121399,1170600
2023-04-06,63.009998,63.240002,62.669998,62.799999,61.199360,982300
2023-04-10,62.540001,63.369999,62.540001,63.299999,61.686615,854900
2023-04-11,63.740002,64.000000,63.540001,63.660000,62.037437,1540700
2023-04-12,64.339996,64.620003,63.959999,64.059998,62.427242,893900
2023-04-13,64.839996,64.839996,64.279999,64.430000,62.787811,1199200
2023-04-14,64.870003,65.010002,64.410004,64.949997,63.294556,977600
2023-04-17,64.790001,64.849998,64.080002,64.330002,62.690361,1291500
2023-04-18,63.980000,64.599998,63.810001,64.190002,62.553928,2927300
2023-04-19,63.310001,63.980000,63.240002,63.750000,62.125145,2412000
2023-04-20,62.959999,63.549999,62.939999,63.529999,61.910751,754300
2023-04-21,62.990002,63.480000,62.950001,63.450001,61.832790,621200
2023-04-24,63.750000,64.510002,63.730000,64.379997,62.739082,1339800
2023-04-25,63.820000,63.869999,62.959999,63.250000,61.637890,915400
2023-04-26,64.779999,64.820000,63.090000,63.380001,61.764576,1400400
2023-04-27,62.700001,63.349998,62.410000,62.770000,61.170124,2009600
2023-04-28,62.639999,63.959999,62.480000,63.930000,62.300556,1156000
2023-05-01,63.619999,63.820000,62.849998,63.060001,61.452732,1112700
2023-05-02,61.730000,61.730000,60.270000,60.680000,59.133389,1989900
2023-05-03,59.980000,60.700001,59.880001,60.020000,58.490215,2652700
2023-05-04,60.439999,60.860001,59.680000,60.259998,58.724094,1711400
2023-05-05,61.439999,62.310001,61.419998,61.919998,60.341782,811600
2023-05-08,62.500000,62.580002,61.419998,61.459999,59.893513,1028800
2023-05-09,60.500000,61.299999,60.369999,61.090000,59.532940,1046100
2023-05-10,61.619999,61.619999,60.380001,60.930000,59.377022,845100
2023-05-11,59.599998,59.990002,59.279999,59.990002,58.460979,717900
2023-05-12,60.590000,60.840000,59.959999,60.270000,58.733845,822500
2023-05-15,60.570000,61.000000,60.360001,60.889999,59.338039,741400
2023-05-16,60.200001,60.430000,59.520000,59.599998,58.080917,701700
2023-05-17,59.939999,60.509998,59.590000,60.060001,58.529194,1313500
2023-05-18,60.380001,60.389999,59.549999,60.009998,58.480469,1195600
2023-05-19,60.790001,60.970001,60.430000,60.430000,58.889763,1042200
2023-05-22,60.299999,60.730000,60.230000,60.459999,58.918999,1093900
2023-05-23,61.180000,61.759998,61.049999,61.349998,59.786312,1183200
2023-05-24,61.200001,61.349998,60.580002,60.950001,59.396511,1369900
2023-05-25,59.500000,59.560001,58.700001,59.299999,57.788563,974600
2023-05-26,59.540001,59.869999,59.270000,59.669998,58.149132,725900
2023-05-30,58.270000,58.330002,57.500000,57.849998,56.375523,1976400
2023-05-31,56.279999,56.730000,55.880001,56.299999,54.865028,1826300
2023-06-01,57.090000,58.259998,56.990002,57.590000,56.122150,1580700
2023-06-02,59.139999,59.439999,58.990002,59.200001,57.691113,1545400
2023-06-05,59.639999,59.639999,58.330002,58.330002,56.843288,1663500
2023-06-06,57.410000,58.200001,57.340000,58.200001,56.716602,1950200
2023-06-07,58.419998,59.080002,58.330002,58.939999,57.437737,1109500
2023-06-08,59.259998,59.540001,58.730000,59.490002,57.973724,2823100
2023-06-09,58.959999,59.389999,58.619999,59.080002,57.574177,1710100
2023-06-12,58.250000,58.480000,57.720001,57.869999,56.395012,1162700
2023-06-13,58.470001,58.980000,57.950001,58.020000,56.541191,949300
2023-06-14,58.770000,59.009998,57.889999,58.090000,56.609406,2143400
2023-06-15,58.369999,58.959999,58.310001,58.730000,57.233093,2938900
2023-06-16,58.509998,58.720001,57.820000,58.040001,57.334843,1517900
2023-06-20,57.680000,57.720001,56.990002,57.279999,56.584076,1615300
2023-06-21,57.980000,59.090000,57.930000,58.770000,58.055973,2000700
2023-06-22,57.860001,57.939999,57.259998,57.419998,56.722374,1624500
2023-06-23,56.820000,57.209999,56.529999,56.660000,55.971607,1238400
2023-06-26,57.090000,57.820000,57.090000,57.490002,56.791527,950600
2023-06-27,56.970001,57.029999,56.480000,56.730000,56.040756,2720000
2023-06-28,56.540001,56.880001,56.040001,56.619999,55.932095,2065700
2023-06-29,56.830002,57.070000,56.450001,57.060001,56.366749,1873000
2023-06-30,57.610001,57.820000,57.189999,57.639999,56.939701,1542100
2023-07-03,58.549999,58.680000,58.139999,58.139999,57.433628,592400
2023-07-05,57.849998,57.849998,57.060001,57.299999,56.603832,1268900
2023-07-06,55.990002,56.090000,54.939999,55.389999,54.717037,1757300
2023-07-07,55.290001,56.310001,55.270000,56.139999,55.457924,898000
2023-07-10,56.509998,56.849998,56.119999,56.389999,55.704887,885200
2023-07-11,56.959999,57.439999,56.840000,57.380001,56.682861,864300
2023-07-12,58.299999,58.610001,58.290001,58.389999,57.680588,989400
2023-07-13,59.099998,59.310001,58.689999,58.930000,58.214031,960000
2023-07-14,58.290001,58.290001,57.189999,57.290001,56.593956,1076300
2023-07-17,57.259998,57.480000,57.009998,57.020000,56.327236,1325300
2023-07-18,57.400002,58.040001,57.299999,57.860001,57.157028,1557800
2023-07-19,58.250000,58.799999,58.250000,58.610001,57.897919,1108700
2023-07-20,59.520000,59.910000,59.290001,59.630001,58.905525,1464100
2023-07-21,60.000000,60.189999,59.650002,60.139999,59.409328,1241100
2023-07-24,60.560001,60.869999,60.459999,60.570000,59.834103,772500
2023-07-25,59.959999,60.450001,59.689999,60.360001,59.626656,874800
2023-07-26,59.130001,59.880001,59.099998,59.709999,58.984550,872700
2023-07-27,59.930000,60.049999,59.009998,59.169998,58.451111,1120400
2023-07-28,59.580002,60.270000,59.340000,59.910000,59.182121,1386500
2023-07-31,60.889999,61.240002,60.770000,60.849998,60.110703,925500
2023-08-01,60.459999,60.770000,59.759998,60.349998,59.616776,842900
2023-08-02,59.320000,59.430000,57.970001,58.299999,57.591682,1595700
2023-08-03,58.680000,59.560001,58.529999,59.279999,58.559776,913700
2023-08-04,60.509998,61.490002,60.470001,60.639999,59.903252,1420300
2023-08-07,60.950001,61.160000,60.430000,61.009998,60.268757,1506400
2023-08-08,59.950001,60.919998,59.509998,60.849998,60.110703,714800
2023-08-09,62.430000,62.919998,62.330002,62.540001,61.780170,1562800
2023-08-10,63.700001,64.129997,63.139999,63.320000,62.550694,2029200
2023-08-11,62.259998,62.779999,62.209999,62.570000,61.809803,1486800
2023-08-14,61.740002,61.830002,61.230000,61.619999,60.871346,1006600
2023-08-15,61.630001,61.680000,61.049999,61.130001,60.387302,913400
2023-08-16,61.160000,61.759998,60.930000,60.980000,60.239120,843900
2023-08-17,61.740002,62.080002,61.189999,61.270000,60.525600,1081900
2023-08-18,61.049999,62.150002,61.000000,61.910000,61.157822,1206800
2023-08-21,62.880001,63.009998,62.400002,62.680000,61.918468,1168300
2023-08-22,63.070000,63.150002,62.470001,62.599998,61.839439,1653200
2023-08-23,61.570000,62.180000,61.139999,62.130001,61.375153,1599100
2023-08-24,61.560001,62.320000,61.560001,61.680000,60.930618,1097600
2023-08-25,62.270000,62.450001,61.730000,62.259998,61.503571,1034500
2023-08-28,62.529999,62.880001,62.330002,62.590000,61.829563,688400
2023-08-29,62.709999,63.209999,62.400002,63.209999,62.442028,1011700
2023-08-30,63.650002,63.759998,63.160000,63.160000,62.392635,1664100
2023-08-31,63.200001,63.410000,62.680000,62.910000,62.145676,1718100
2023-09-01,64.199997,64.379997,63.480000,63.880001,63.103889,903000
2023-09-05,64.349998,64.470001,63.650002,63.799999,63.024860,902600
2023-09-06,63.889999,64.349998,63.500000,64.129997,63.350849,1620600
2023-09-07,64.029999,64.320000,63.759998,63.860001,63.084133,672000
2023-09-08,64.309998,64.820000,64.239998,64.339996,63.558296,689200
2023-09-11,65.370003,65.660004,64.650002,64.650002,63.864536,1228300
2023-09-12,65.279999,65.980003,65.220001,65.849998,65.049950,1557900
2023-09-13,66.059998,66.059998,65.180000,65.970001,65.168495,1214900
2023-09-14,66.089996,66.660004,65.970001,66.339996,65.533997,1098900
2023-09-15,65.639999,66.080002,65.220001,65.290001,65.290001,1292400
2023-09-18,65.580002,65.660004,65.120003,65.470001,65.470001,982200
2023-09-19,66.440002,66.790001,66.169998,66.330002,66.330002,1071000
2023-09-20,66.650002,67.190002,66.279999,66.349998,66.349998,1208600
2023-09-21,66.550003,66.669998,65.440002,65.519997,65.519997,882200
2023-09-22,65.970001,66.169998,65.550003,65.610001,65.610001,730400
2023-09-25,65.699997,66.209999,65.320000,66.190002,66.190002,1012100
2023-09-26,65.000000,65.580002,64.910004,65.389999,65.389999,1200100
2023-09-27,65.910004,66.260002,65.599998,66.209999,66.209999,1695200
2023-09-28,67.040001,67.330002,66.669998,66.839996,66.839996,2047500
2023-09-29,66.860001,66.930000,65.489998,65.760002,65.760002,1475300
2023-10-02,65.949997,66.050003,64.309998,64.620003,64.620003,1394500
2023-10-03,64.110001,64.440002,63.730000,64.379997,64.379997,1045000
2023-10-04,63.590000,63.599998,62.470001,62.820000,62.820000,1150500
2023-10-05,62.279999,63.220001,62.279999,62.930000,62.930000,1035200
2023-10-06,63.509998,64.370003,62.759998,63.990002,63.990002,1398600
2023-10-09,64.959999,65.160004,64.379997,65.070000,65.070000,1492600
2023-10-10,65.330002,65.889999,65.070000,65.510002,65.510002,1161900
2023-10-11,66.370003,66.500000,65.410004,65.720001,65.720001,1261400
2023-10-12,66.000000,66.010002,64.970001,65.459999,65.459999,849200
2023-10-13,66.639999,66.900002,66.150002,66.459999,66.459999,1101600
2023-10-16,66.699997,66.750000,66.209999,66.550003,66.550003,1072500
2023-10-17,66.269997,67.190002,66.260002,67.000000,67.000000,1285100
2023-10-18,67.220001,67.379997,66.900002,67.040001,67.040001,1010300
2023-10-19,66.529999,67.290001,66.379997,67.059998,67.059998,1319700
2023-10-20,67.040001,67.290001,65.860001,65.879997,65.879997,2301400
2023-10-23,66.220001,66.510002,65.690002,66.010002,66.010002,1212800
2023-10-24,66.089996,66.150002,65.199997,65.199997,65.199997,1546600
2023-10-25,65.480003,65.879997,65.239998,65.610001,65.610001,1451400
2023-10-26,65.650002,66.099998,65.330002,65.650002,65.650002,1557400
2023-10-27,67.629997,67.779999,66.139999,66.269997,66.269997,3697000
2023-10-30,67.180000,67.459999,66.669998,66.949997,66.949997,1738500
2023-10-31,66.709999,67.279999,66.370003,66.599998,66.599998,2096600
2023-11-01,67.190002,67.739998,66.849998,67.050003,67.050003,1582200
2023-11-02,67.930000,68.830002,67.800003,68.639999,68.639999,1211000
2023-11-03,67.279999,67.309998,66.050003,66.449997,66.449997,2026600
2023-11-06,67.589996,67.589996,66.870003,66.949997,66.949997,1329800
2023-11-07,65.919998,65.940002,65.269997,65.489998,65.489998,1202600
2023-11-08,65.650002,65.709999,64.500000,64.650002,64.650002,1387900
2023-11-09,65.110001,65.629997,65.040001,65.040001,65.040001,1397100
2023-11-10,66.540001,66.639999,65.730003,66.580002,66.580002,2098800
2023-11-13,66.739998,67.260002,66.660004,67.129997,67.129997,875400
2023-11-14,67.440002,68.029999,67.419998,67.760002,67.760002,1241900
2023-11-15,67.730003,68.070000,67.290001,67.349998,67.349998,1207100
2023-11-16,66.500000,66.599998,65.849998,66.430000,66.430000,1302000
2023-11-17,67.150002,67.680000,67.110001,67.410004,67.410004,1175900
2023-11-20,68.349998,68.989998,68.199997,68.610001,68.610001,1340200
2023-11-21,68.919998,69.059998,68.620003,68.949997,68.949997,1294000
2023-11-22,66.639999,68.169998,66.459999,68.089996,68.089996,1379100
2023-11-24,68.980003,69.349998,68.730003,68.779999,68.779999,560200
2023-11-27,69.250000,69.300003,68.529999,68.699997,68.699997,979000
2023-11-28,69.239998,69.510002,68.959999,68.970001,68.970001,961200
2023-11-29,68.080002,68.309998,67.550003,67.860001,67.860001,1136900
2023-11-30,68.489998,68.949997,67.690002,68.050003,68.050003,941100
2023-12-01,67.489998,68.040001,67.190002,67.370003,67.370003,1342900
2023-12-04,66.199997,66.629997,66.040001,66.220001,66.220001,1774700
2023-12-05,66.489998,66.599998,65.330002,65.330002,65.330002,1750500
2023-12-06,65.900002,66.010002,64.779999,64.839996,64.839996,1835300
2023-12-07,65.370003,65.580002,65.120003,65.510002,65.510002,1268400
2023-12-08,65.940002,66.680000,65.889999,66.570000,66.570000,893700
2023-12-11,66.570000,66.839996,66.309998,66.529999,66.529999,775600
2023-12-12,66.169998,66.580002,65.980003,66.320000,66.320000,1785300
2023-12-13,66.410004,67.089996,66.000000,67.059998,67.059998,896000
2023-12-14,67.199997,67.879997,67.160004,67.739998,67.739998,1099600
2023-12-15,67.910004,67.970001,66.730003,66.930000,66.930000,2597600
2023-12-18,68.269997,68.519997,67.650002,67.730003,67.730003,1061800
2023-12-19,67.809998,68.040001,67.720001,67.900002,67.900002,947800
2023-12-20,67.980003,68.260002,67.199997,67.199997,67.199997,838500
2023-12-21,67.790001,68.400002,67.690002,68.400002,68.400002,800900
2023-12-22,68.879997,68.989998,68.389999,68.459999,68.459999,878700
2023-12-26,68.389999,69.260002,68.389999,68.949997,68.949997,504700
